fips,saleprice,year,attainment_stat,pop,white_p,age65p_p,rucc_code,median_income,unemprate,lfrate,treatment,statefips
5145,96243.08333,2006,0,72728,94.62518,13.62886,4,36864,6.119709,94.2332,0,5
5145,99028.33333,2007,0,73573,94.52653,13.67621,4,37809,7.142281,93.33383,0,5
5145,102258.6667,2008,0,74848,94.40867,13.81734,4,39283,6.286944,94.08494,0,5
5145,101616.9167,2009,0,76284,94.25043,13.95181,4,38796,8.79202,91.91851,0,5
5145,100656.5,2010,0,77333,94.10601,14.10653,4,39974,8.63116,92.05463,0,5
5145,99584.08333,2011,0,78116,93.98331,14.19427,4,42958,8.996852,91.74577,0,5
5145,100657.4167,2012,0,78670,93.7473,14.49218,4,40950,8.163648,92.4525,0,5
5145,102298.75,2013,0,78635,93.65423,14.79875,4,43363,8.231163,92.39484,0,5
5145,104001.75,2014,0,78532,93.60643,15.15688,4,42044,7.385722,93.12225,0,5
5145,106989.8333,2015,0,79013,93.40615,15.43417,4,42508,6.523439,93.87605,0,5
5145,110893.75,2016,0,79263,93.28564,15.68071,4,44329,5.490404,94.79535,0,5
13009,,2000,0,44684,54.78471,10.58768,4,33916,5.036643,95.20486,0,13
13009,,2001,0,44764,54.88339,10.61344,4,32662,4.753944,95.46181,0,13
13009,,2002,0,45203,54.88353,10.65858,4,32661,5.459133,94.82346,0,13
13009,,2003,0,45433,55.20437,10.78291,4,32935,5.291628,94.97432,0,13
13009,,2004,0,45967,55.42019,10.84474,4,33531,5.397577,94.87884,0,13
13009,,2005,0,46304,55.34727,10.91698,4,36414,6.234076,94.13175,0,13
13009,,2006,0,46513,55.60596,11.06357,4,36486,6.209939,94.15315,0,13
13009,,2007,0,47336,55.85812,11.21768,4,39180,6.43334,93.95552,0,13
13009,124168,2008,0,47855,55.86041,11.62052,4,38719,9.274676,91.51251,0,13
13009,120144.5833,2009,0,47087,56.00909,11.83766,4,37029,14.92316,87.01466,0,13
13009,111325,2010,0,45694,56.16492,12.19197,4,36091,18.42548,84.44128,0,13
13009,101357.1667,2011,0,45118,56.53398,12.5471,4,34304,15.80586,86.35142,0,13
13009,98043.08333,2012,0,46484,55.78694,12.9593,4,35412,12.91637,88.56111,0,13
13009,102328.5,2013,0,46143,55.48404,13.52534,4,35815,11.20723,89.92222,0,13
13009,108710.5833,2014,0,45839,55.32189,14.0099,4,37008,9.594149,91.24575,0,13
13009,114597.8333,2015,0,45431,55.08353,14.38225,4,38015,8.449018,92.20922,0,13
13009,120380.3333,2016,0,45144,54.70937,14.90342,4,40683,7.451928,93.06488,0,13
13013,115492,2000,0,46520,87.11737,9.036973,1,44961,3.07663,97.0152,0,13
13013,123585.4167,2001,0,48171,86.54792,8.804052,1,44519,4.13792,96.0265,0,13
13013,128590.75,2002,0,50409,86.20683,8.59172,1,44793,5.424843,94.85429,0,13
13013,131309.5,2003,0,52253,85.85727,8.386122,1,46048,5.331197,94.93864,0,13
13013,133944.3333,2004,1,55032,85.47935,8.302443,1,46979,5.08191,95.16386,0,13
13013,138488.4167,2005,1,57889,85.28563,8.400559,1,49829,5.355732,94.91652,0,13
13013,143278.9167,2006,1,61395,84.79518,8.748269,1,49356,4.788627,95.4302,0,13
13013,147392.0833,2007,1,64760,84.17233,8.786288,1,51283,4.76195,95.4545,0,13
13013,142552.6667,2008,1,67362,83.90932,8.884831,1,51318,7.332821,93.16814,0,13
13013,114758.2727,2009,1,68548,83.69026,9.148334,1,47864,12.50914,88.88167,0,13
13013,104878.25,2010,1,69694,83.65856,9.382443,1,52391,12.26894,89.07184,0,13
13013,89173.66667,2011,1,69860,83.65159,9.712282,1,50996,10.94825,90.13212,0,13
13013,86280.41667,2012,1,70161,83.8101,10.38611,1,49608,9.289424,91.50016,0,13
13013,108605.0833,2013,1,71325,83.68314,10.86996,1,54668,7.92293,92.65871,0,13
13013,130801.9167,2014,1,72982,83.40824,11.24661,1,49698,6.732493,93.69218,0,13
13013,136792.8333,2015,1,75107,83.38504,11.60211,1,53789,5.654575,94.64805,0,13
13013,148148.1667,2016,0,77126,83.07185,11.87148,1,54893,5.029531,95.21131,0,13
13015,114460.1667,2000,0,76806,90.17655,9.402911,1,44315,3.793062,96.34556,0,13
13015,122947.6667,2001,0,79984,89.7617,9.324365,1,44234,4.613416,95.59003,0,13
13015,130495.5833,2002,0,83106,89.44601,9.24482,1,44669,6.231921,94.13367,0,13
13015,132419.25,2003,0,85731,89.19761,9.269692,1,46097,5.982024,94.35563,0,13
13015,135004.75,2004,1,87834,88.97238,9.328961,1,46219,6.004013,94.33604,0,13
13015,137968.6667,2005,1,90334,88.65101,9.515797,1,47309,6.551428,93.85139,0,13
13015,143706.5,2006,1,92983,88.35809,9.815773,1,46720,5.575497,94.71895,0,13
13015,147198.3333,2007,1,95714,88.25564,9.96197,1,48366,5.620611,94.67848,0,13
13015,145908.1,2008,1,98415,87.92562,10.18036,1,51762,8.354548,92.28962,0,13
13015,134368.5,2009,1,99807,87.61309,10.40709,1,46981,14.54361,87.30299,0,13
13015,124587.5833,2010,1,100135,87.57677,10.69756,1,43825,14.07518,87.66148,0,13
13015,115247.75,2011,1,100297,87.51209,11.0771,1,45072,12.83612,88.6241,0,13
13015,112488.5,2012,1,100488,87.49005,11.79146,1,46693,10.84432,90.21662,0,13
13015,119010.5,2013,1,101206,87.23396,12.30461,1,46330,9.419555,91.39135,0,13
13015,127681.5,2014,1,101675,87.09712,12.80452,1,51440,7.754644,92.80343,0,13
13015,135369.8333,2015,1,102533,86.95249,13.23086,1,50900,6.369321,94.01207,0,13
13015,145273.3333,2016,1,103807,86.62132,13.43166,1,52497,5.479952,94.80475,0,13
13021,67581.16667,2000,0,153857,50.71397,12.75275,2,35142,4.473449,95.71809,0,13
13021,71610.83333,2001,0,153548,50.26376,12.62472,2,34202,4.679545,95.52965,0,13
13021,73295.83333,2002,0,153929,49.62548,12.52201,2,34405,5.649804,94.65233,0,13
13021,74930.91667,2003,0,153697,48.8858,12.45047,2,35252,5.448601,94.83293,0,13
13021,76697.58333,2004,1,154159,48.31894,12.36516,2,35540,5.761151,94.55268,0,13
13021,79243.41667,2005,1,154003,47.67959,12.34781,2,34872,6.532228,93.86831,0,13
13021,82418.91667,2006,1,154510,47.09468,12.44515,2,36750,6.54513,93.85694,0,13
13021,84244.91667,2007,1,154286,46.43325,12.52998,2,36954,5.990387,94.34818,0,13
13021,82318.33333,2008,1,154384,45.7528,12.61789,2,40857,7.522516,93.00377,0,13
13021,78088.33333,2009,1,155154,45.1416,12.63583,2,37367,11.34782,89.80867,0,13
13021,73213.25,2010,1,155587,44.57442,12.70158,3,36220,13.34507,88.22617,0,13
13021,68162.16667,2011,1,155781,44.04773,12.66072,3,35125,12.85372,88.61029,0,13
13021,65688.08333,2012,1,156189,43.67785,13.03549,3,36198,11.58839,89.61506,0,13
13021,68003.33333,2013,1,154566,43.1492,13.50491,3,36816,10.15479,90.78135,0,13
13021,71894.5,2014,0,153914,42.52505,13.97923,3,36014,8.765626,91.94081,0,13
13021,74639.25,2015,0,153540,41.98385,14.3702,3,38870,7.266037,93.22614,0,13
13021,74877,2016,0,152760,41.60186,14.79249,3,38115,6.419409,93.96782,0,13
13029,173500.25,2003,0,25069,83.41378,7.535203,2,51620,3.999976,96.15386,0,13
13029,183623.7,2004,0,26061,83.25467,7.493957,2,54365,3.981216,96.17122,0,13
13029,201449.1667,2005,0,26557,83.17204,7.700418,2,57758,4.420849,95.76632,0,13
13029,223105.6667,2006,0,27346,82.99203,8.205954,2,60620,3.959457,96.19135,0,13
13029,232408.5833,2007,0,28302,82.7044,8.395166,2,60879,3.870573,96.27366,0,13
13029,218520.9167,2008,0,29178,82.87751,8.636644,2,62038,5.634408,94.66612,0,13
13029,207106,2009,0,29987,82.63581,8.790476,2,58092,8.95238,91.78322,0,13
13029,194162.75,2010,0,30382,82.49292,9.057995,2,65478,10.74118,90.30064,0,13
13029,182004.25,2011,0,31242,82.14263,9.093528,2,63092,10.22091,90.72688,0,13
13029,175692.0833,2012,0,32272,81.9286,9.41993,2,61561,8.895569,91.8311,0,13
13029,183547.4167,2013,0,33120,81.52476,9.719203,2,66066,7.977128,92.61221,0,13
13029,195933.1667,2014,0,33847,81.28638,10.18997,2,66556,6.912562,93.53438,0,13
13029,209347.9167,2015,0,35052,81.09666,10.45019,2,69650,5.643269,94.65818,0,13
13029,221554.0833,2016,0,36230,81.34695,10.71764,2,77244,5.188566,95.06738,0,13
13031,,2000,0,56146,69.76454,9.300752,6,30512,3.993577,96.15978,0,13
13031,,2001,0,56808,69.7877,9.125475,6,29636,4.609399,95.5937,0,13
13031,,2002,0,57361,69.84362,9.156047,6,29213,4.820608,95.40108,0,13
13031,,2003,0,59314,69.6446,9.072057,6,29907,4.706576,95.50499,0,13
13031,,2004,0,60832,69.58837,8.850605,6,30045,5.105377,95.14261,0,13
13031,,2005,0,63048,69.47564,8.848814,6,31519,5.252475,95.00964,0,13
13031,,2006,0,64304,69.69551,9.083416,6,34153,4.850632,95.37377,0,13
13031,,2007,0,65768,69.9109,9.106253,6,34861,4.924,95.30708,0,13
13031,130180,2008,0,67092,70.07095,9.115841,6,38631,7.055223,93.40973,0,13
13031,125088.8333,2009,0,68598,69.80087,9.189773,6,33858,10.92925,90.14755,0,13
13031,117356.8333,2010,0,70580,69.34542,9.122981,4,31943,11.37572,89.78617,0,13
13031,109751,2011,0,72653,68.20228,9.018209,4,33192,11.6349,89.57772,0,13
13031,105500.0833,2012,0,73162,67.72095,9.414723,4,35078,10.6735,90.35587,0,13
13031,110271.6667,2013,0,71873,68.2746,9.970365,4,36484,9.437057,91.37673,0,13
13031,118056.5,2014,0,72735,68.10889,10.28391,4,36315,7.939761,92.64427,0,13
13031,125304.0833,2015,0,73213,67.75846,10.57736,4,36544,6.571155,93.83402,0,13
13031,132645.6667,2016,0,74722,67.49819,10.69297,4,42083,6.16027,94.1972,0,13
13039,100816.9167,2000,0,43824,77.28185,5.255111,6,42320,3.749662,96.38586,0,13
13039,106533.0833,2001,0,44469,77.24482,5.53869,6,42094,3.955531,96.19497,0,13
13039,109954,2002,0,45299,77.05026,5.869887,6,42756,4.97679,95.25915,0,13
13039,113526,2003,0,44568,77.37839,6.426136,6,43164,6.096758,94.25359,0,13
13039,119122.8,2004,0,46096,77.19108,6.681708,6,44648,5.058407,95.18514,0,13
13039,139570.7273,2005,0,46673,77.1431,6.969769,6,45987,5.284022,94.98117,0,13
13039,164342.25,2006,0,47086,76.77866,7.726288,6,46754,4.646126,95.56016,0,13
13039,178127.9167,2007,0,48947,76.95058,7.920812,6,46583,4.560333,95.63857,0,13
13039,172087.5,2008,0,49713,77.12671,8.464586,6,51985,6.451489,93.93951,0,13
13039,161263.1667,2009,0,50024,76.90908,8.813769,6,49581,10.34233,90.62704,0,13
13039,151047.6667,2010,0,50666,76.91351,9.110646,4,48967,11.18382,89.94114,0,13
13039,140591.75,2011,0,50323,76.90321,9.578125,4,50207,10.45959,90.53085,0,13
13039,134791.4167,2012,0,51407,77.14902,10.18149,4,51638,9.238244,91.54303,0,13
13039,140079.6667,2013,0,51490,76.84793,10.77297,4,49098,8.346676,92.29633,0,13
13039,148897,2014,0,52012,76.83996,11.29932,4,51793,7.101094,93.36973,0,13
13039,157682.8333,2015,0,52543,76.79805,11.72944,4,52706,5.979338,94.35801,0,13
13039,166031.5833,2016,0,53008,76.89971,12.30946,4,53130,6.196665,94.16492,0,13
13045,99231,2000,0,87932,82.26584,9.971341,1,39354,3.841171,96.30091,0,13
13045,107651,2001,0,91132,82.18848,9.826406,1,38592,4.990586,95.24664,0,13
13045,111303.9167,2002,0,94087,82.03152,9.658082,1,39011,5.957009,94.37791,0,13
13045,114142.5833,2003,0,97396,81.73026,9.487042,1,41071,5.855086,94.46877,0,13
13045,117821.6667,2004,1,99774,81.40297,9.524526,1,41470,5.604722,94.69273,0,13
13045,122282.5833,2005,1,102526,81.21355,9.63658,1,43183,6.279803,94.09126,0,13
13045,127682.25,2006,1,105853,80.6543,9.930753,1,44025,5.574989,94.7194,0,13
13045,129590.0833,2007,1,108947,80.21332,10.02139,1,43196,5.500004,94.78672,0,13
13045,126362.3636,2008,1,110242,79.77541,10.3935,1,47307,7.838316,92.73141,0,13
13045,118708.4167,2009,1,110433,79.50341,10.71509,1,45158,12.99453,88.49986,0,13
13045,111701.8333,2010,1,110698,79.40794,11.02007,1,45242,13.44988,88.14465,0,13
13045,103224.0833,2011,1,110706,79.46633,11.12857,1,43237,12.73879,88.70061,0,13
13045,98838.25,2012,1,111444,79.11059,11.71261,1,43636,11.2641,89.87626,0,13
13045,103550,2013,1,112333,79.0124,12.1674,1,45493,10.57911,90.43299,0,13
13045,111482.5,2014,1,114052,78.59047,12.44871,1,43442,8.962498,91.7747,0,13
13045,120696.5,2015,1,114689,78.51145,12.77367,1,45453,7.340611,93.16138,0,13
13045,128675.1667,2016,0,116261,78.19561,13.0164,1,50598,6.480388,93.91401,0,13
13047,104977,2000,0,53549,97.54057,11.89004,2,40685,2.738601,97.3344,0,13
13047,112079.0833,2001,0,54638,97.13203,12.03558,2,40152,3.092334,97.00042,0,13
13047,116314.25,2002,0,56024,96.86742,12.11445,2,40574,3.737586,96.39707,0,13
13047,120034.5833,2003,0,57614,96.50085,12.21231,2,42024,3.673816,96.45638,0,13
13047,124901.5,2004,0,58866,96.34424,12.1904,2,42832,3.927847,96.2206,0,13
13047,134198.4545,2005,1,59745,96.06494,12.31065,2,45840,4.884351,95.3431,0,13
13047,139162.4167,2006,1,61095,95.96366,12.6868,2,45094,4.336041,95.84416,0,13
13047,142574,2007,1,62539,95.75785,12.96791,2,47022,4.077638,96.08212,0,13
13047,139540.75,2008,1,63271,95.77216,13.30309,2,47990,5.871151,94.45444,0,13
13047,131659.5833,2009,1,63874,95.59132,13.43896,2,43814,9.721332,91.13998,0,13
13047,122888.75,2010,1,64033,95.53824,13.5477,2,47337,9.49933,91.32476,0,13
13047,114390.3333,2011,1,64864,95.35952,14.07406,2,47111,8.841435,91.87677,0,13
13047,110590.9167,2012,1,65004,95.26183,14.82063,2,46600,7.940518,92.64362,0,13
13047,115712.8333,2013,1,65343,95.19459,15.32681,2,50847,7.164448,93.31453,0,13
13047,123788.0833,2014,0,65585,95.13913,15.95029,2,50728,6.573093,93.83231,0,13
13047,131717.8333,2015,0,65897,94.92542,16.40591,2,50979,5.612635,94.68564,0,13
13047,139630.3333,2016,0,66398,94.71069,16.81828,2,53740,5.154476,95.09819,0,13
13051,118420.25,2000,0,232492,56.47506,12.8056,2,37669,3.68549,96.44551,0,13
13051,125641.5,2001,0,234150,56.3959,12.65727,2,36744,3.778265,96.35929,0,13
13051,130933.4167,2002,0,236510,56.24878,12.51575,2,36259,4.776772,95.441,0,13
13051,137790.75,2003,0,237348,56.07841,12.5019,2,36775,4.814349,95.40678,0,13
13051,149871.9167,2004,0,240818,55.96592,12.31635,2,38248,4.769007,95.44807,0,13
13051,166352.5833,2005,0,242242,55.67656,12.34385,2,42091,5.150906,95.10141,0,13
13051,181399.0833,2006,0,246896,55.64408,12.19866,2,40472,4.600285,95.60204,0,13
13055,62072.16667,2000,0,25419,88.24501,14.28066,7,30960,3.892329,96.25349,0,13
13055,67452.33333,2001,0,25675,88.31158,14.10711,7,30010,5.095707,95.15137,0,13
13055,70522.25,2002,0,25688,88.30193,13.98708,7,30044,4.647446,95.55895,0,13
13055,72451.58333,2003,0,25981,88.19522,13.81779,7,30738,4.929622,95.30198,0,13
13055,75142.5,2004,0,25537,88.9807,13.75259,7,31284,5.673187,94.63139,0,13
13055,78349.5,2005,0,25506,88.70462,13.87909,7,33065,6.184914,94.17534,0,13
13055,80363.16667,2006,0,25640,88.44384,14.03666,7,33939,5.694145,94.61263,0,13
13055,81956.91667,2007,0,26230,87.63248,13.96874,7,33356,6.813377,93.62123,0,13
13055,80087.83333,2008,0,26146,87.34032,14.10923,7,34249,11.85298,89.40308,0,13
13055,74715.66667,2009,0,25894,87.5531,14.50915,7,33342,16.20378,86.05572,0,13
13055,69132.5,2010,0,25956,87.16674,14.67098,6,33990,13.38436,88.19558,0,13
13055,64391.25,2011,0,25683,87.07316,15.00993,6,33350,12.26475,89.07515,0,13
13055,61449.91667,2012,0,25629,86.94838,15.45515,6,34976,11.21225,89.91815,0,13
13055,63637.58333,2013,0,25045,87.8898,16.07906,6,34440,9.80197,91.07304,0,13
13057,180931.5,2000,1,143777,95.89642,6.633189,1,62119,2.635922,97.43177,0,13
13057,191406.8333,2001,1,151189,94.95201,6.774302,1,62486,2.985616,97.10094,0,13
13057,200679.75,2002,1,158682,94.20224,6.951009,1,63138,4.540751,95.65648,0,13
13057,206360.3333,2003,1,165585,93.52961,7.288704,1,63707,4.561234,95.63773,0,13
13057,212030.25,2004,1,173105,92.90257,7.598279,1,64064,4.323774,95.85543,0,13
13057,219118.75,2005,1,182128,92.50637,7.884565,1,64226,4.666027,95.54199,0,13
13057,228351.5833,2006,1,193241,92.00636,8.346573,1,65555,4.141933,96.0228,0,13
13057,236108.9,2007,1,202544,91.61516,8.517161,1,63518,4.095302,96.06582,0,13
13057,226368.3636,2008,1,208271,91.3214,8.793351,1,68627,6.057719,94.28828,0,13
13057,205971.1667,2009,1,212232,91.14318,9.006653,1,66972,10.25279,90.70065,0,13
13057,194441.25,2010,1,215196,91.04444,9.318947,1,63520,9.763434,91.10502,0,13
13057,174504.75,2011,1,217737,90.93539,9.776473,1,65769,8.807546,91.90539,0,13
13057,173836.5833,2012,1,220788,90.84959,10.63056,1,68800,7.499908,93.02334,0,13
13057,191393.8333,2013,1,224481,90.69053,11.31588,1,67686,6.503145,93.89394,0,13
13057,209218.4167,2014,1,230578,90.54073,11.93392,1,71168,5.82839,94.4926,0,13
13057,214938.4167,2015,1,235609,90.2822,12.48424,1,74885,4.996099,95.24163,0,13
13057,233659.8333,2016,1,241689,89.93541,13.00225,1,78668,4.508989,95.68555,0,13
13059,114874,2000,0,102401,68.30207,8.04582,3,29996,3.522551,96.59731,0,13
13059,123156.4167,2001,0,103890,68.68803,7.908365,3,29183,3.967656,96.18376,0,13
13059,130406.9167,2002,0,104673,68.80666,7.853028,3,28918,4.414522,95.77212,0,13
13059,136570.8333,2003,0,106287,69.01502,7.861733,3,29634,4.175282,95.99207,0,13
13059,142546.1667,2004,0,109752,69.1058,7.803958,3,29751,4.565281,95.63403,0,13
13059,147522.8333,2005,0,109536,68.53728,7.921597,3,30627,5.026442,95.21411,0,13
13059,151730.0833,2006,0,112074,68.26472,8.019701,3,31167,4.85576,95.3691,0,13
13059,153145.75,2007,0,113995,67.95386,7.992456,3,36158,4.386358,95.79796,0,13
13059,154255.3333,2008,0,115768,67.66637,8.144738,3,36254,5.84117,94.48119,0,13
13059,147079.0909,2009,0,116843,67.5034,8.312864,3,32727,8.666306,92.02485,0,13
13059,138316.3333,2010,0,117471,67.46175,8.524657,3,34000,10.4132,90.56888,0,13
13059,129613.5,2011,0,118450,67.23766,8.691431,3,30880,10.16921,90.76946,0,13
13059,115759.3333,2012,0,120174,66.94127,8.981977,3,32720,9.389589,91.41637,0,13
13059,131511,2013,0,121040,66.55486,9.305188,3,32864,8.42132,92.23278,0,13
13059,135248.9167,2014,0,120634,66.08585,9.741035,3,31487,7.4872,93.03433,0,13
13059,140921.25,2015,0,123629,66.07754,9.882794,3,33302,6.601145,93.80762,0,13
13059,146578,2016,0,124707,65.82951,10.19911,3,36692,5.916353,94.41413,0,13
13063,103218.5,2000,1,238079,41.32242,5.846799,0,42108,3.454662,96.6607,0,13
13063,111721,2001,1,245327,38.36634,5.985481,0,40639,4.23411,95.93788,0,13
13063,118616.0833,2002,1,248954,35.79296,6.129646,0,39595,6.653167,93.76186,0,13
13069,72627.83333,2000,0,37592,72.60854,9.818579,7,30440,4.821866,95.39995,0,13
13069,76813.91667,2001,0,38350,71.96088,9.903521,7,29464,5.801229,94.51686,0,13
13069,80048,2002,0,38791,71.76149,9.927561,7,28779,6.096782,94.25356,0,13
13069,82387.66667,2003,0,39183,71.73264,9.963505,7,29478,8.009938,92.58407,0,13
13069,85771.33333,2004,0,39383,71.57149,10.02463,7,30710,6.956666,93.49581,0,13
13069,91262.33333,2005,0,39829,71.50066,10.12328,7,31289,6.568909,93.83599,0,13
13069,95196.75,2006,0,40702,71.45349,10.36558,7,33705,6.112754,94.23938,0,13
13069,98015.58333,2007,0,41299,71.64096,10.56926,7,33666,6.853758,93.58585,0,13
13069,96600.66667,2008,0,41813,71.47777,10.81243,7,34451,9.794206,91.07949,0,13
13069,90080.66667,2009,0,42089,71.41771,10.97674,7,31761,19.16149,83.91973,0,13
13069,81910,2010,0,42722,71.10622,11.04349,7,33527,19.01678,84.02177,0,13
13069,76276,2011,0,42981,70.51255,11.13283,7,32351,14.63876,87.23052,0,13
13069,74286.41667,2012,0,43140,70.26426,11.57626,7,32646,12.66093,88.76192,0,13
13069,78108.83333,2013,0,43096,70.27103,12.00807,7,33615,10.94268,90.13664,0,13
13069,83830,2014,0,42891,70.18022,12.31494,7,33125,8.899047,91.82816,0,13
13069,88818,2015,0,43071,69.71976,12.65585,7,34775,7.346137,93.15659,0,13
13069,92608.41667,2016,0,43012,69.51083,12.93825,7,38704,6.271717,94.09842,0,13
13071,53783.08333,2000,0,42140,75.20171,12.77883,7,28615,4.816074,95.40522,0,13
13071,58426.58333,2001,0,42223,75.24335,12.76082,7,27503,6.045698,94.29897,0,13
13071,61641.08333,2002,0,42570,75.01997,12.72962,7,27095,5.776983,94.53853,0,13
13071,63569.41667,2003,0,42554,74.99648,12.73441,7,27694,5.962886,94.37266,0,13
13071,66046.08333,2004,0,42987,74.98546,12.59451,7,27983,5.456265,94.82604,0,13
13071,69658.5,2005,0,42993,74.88894,12.52762,7,29259,5.828174,94.4928,0,13
13071,73255.66667,2006,0,43700,74.95194,12.44622,7,29198,4.79089,95.42815,0,13
13071,75938.91667,2007,0,44209,74.68842,12.40924,7,33024,5.095808,95.15128,0,13
13071,75487.16667,2008,0,44872,74.71697,12.44429,7,34038,6.958799,93.49395,0,13
13071,71819.41667,2009,0,45152,74.67443,12.71704,7,30793,10.56093,90.44787,0,13
13071,67224.58333,2010,0,45641,74.48128,12.90945,6,32010,10.88869,90.18052,0,13
13071,63473.41667,2011,0,45840,74.61606,13.0192,6,30669,10.37666,90.59886,0,13
13071,61928.75,2012,0,46163,74.04631,13.38518,6,32692,9.462993,91.35508,0,13
13071,65384.66667,2013,0,46300,73.73434,13.65443,6,33095,9.533237,91.29649,0,13
13071,70777.58333,2014,0,46085,73.94597,13.88521,6,33509,8.832555,91.88427,0,13
13071,75756.16667,2015,0,45755,73.85204,14.32193,6,34151,6.949286,93.50227,0,13
13071,80347.91667,2016,0,45708,73.61075,14.59263,6,34931,5.623662,94.67575,0,13
13073,139178.5833,2000,0,90138,84.34068,8.080942,2,57066,2.977923,97.10819,0,13
13073,143182.9167,2001,0,92537,83.51254,8.488497,2,57046,3.150826,96.94542,0,13
13073,144799.25,2002,0,95818,82.95936,8.742617,2,57858,4.005156,96.14908,0,13
13073,149254.3333,2003,0,98761,82.23185,9.033931,2,59190,3.906979,96.23992,0,13
13073,157329.5,2004,0,102934,81.35116,9.332193,2,61466,4.299461,95.87777,0,13
13073,168672.0833,2005,0,106477,80.86066,9.441476,2,64514,5.188059,95.06783,0,13
13073,181659.3333,2006,0,110845,80.46822,9.594479,2,63457,4.625508,95.57899,0,13
13073,191899.5,2007,0,115074,80.08672,9.753724,2,68224,4.287121,95.88911,0,13
13073,195281.5,2008,0,117504,79.90111,9.965618,2,66181,5.435277,94.84491,0,13
13073,189724.75,2009,0,121050,79.57869,10.11318,2,68986,7.82248,92.74503,0,13
13073,183965.25,2010,0,124986,79.25448,10.28035,2,64435,7.993544,92.59813,0,13
13073,174232.0833,2011,0,128767,78.94103,10.35591,2,62717,7.859173,92.71349,0,13
13073,168512.8333,2012,0,132518,78.32294,10.91173,2,69582,7.38494,93.12292,0,13
13073,173630.9167,2013,0,136190,77.75388,11.28644,2,72531,6.877222,93.56531,0,13
13073,178000.6667,2014,0,139281,77.34579,11.79342,2,68067,6.191277,94.1697,0,13
13073,183687.6667,2015,0,144080,76.74278,12.02041,2,75232,5.374939,94.89922,0,13
13073,189226.25,2016,0,147450,76.43608,12.44422,2,74908,4.941794,95.29092,0,13
13077,154586.25,2000,1,90117,80.68844,8.462333,1,54113,3.38616,96.72475,0,13
13077,163237.5,2001,1,93627,80.5868,8.407831,1,52854,3.664792,96.46477,0,13
13077,171938.25,2002,1,97191,80.72661,8.424648,1,53344,4.973495,95.26215,0,13
13077,177465.4167,2003,1,100382,80.73958,8.528421,1,54055,5.084723,95.16131,0,13
13077,181999.3333,2004,1,104089,80.83083,8.692561,1,55859,4.602773,95.59976,0,13
13077,189067.4167,2005,1,108371,80.56676,8.880605,1,55936,5.485885,94.79942,0,13
13077,196866.4167,2006,1,113749,80.32862,9.274807,1,61939,4.730849,95.48286,0,13
13077,200973.9167,2007,1,118156,80.10342,9.567013,1,58627,4.504848,95.68935,0,13
13077,196711.4167,2008,1,122281,79.89876,9.819187,1,61199,6.596179,93.812,0,13
13077,177087.25,2009,1,125501,79.70614,10.13936,1,59848,11.50174,89.6847,0,13
13077,170825.75,2010,1,127902,79.58437,10.46661,1,56407,10.91152,90.16195,0,13
13077,155610.5833,2011,1,129429,79.48064,10.74257,1,56878,9.858999,91.02576,0,13
13077,155219.8333,2012,1,130793,79.24966,11.49526,1,61153,8.52546,92.14427,0,13
13077,167184.1667,2013,1,133091,79.02789,11.95648,1,61469,7.456068,93.06129,0,13
13077,179784.5833,2014,1,135435,78.82231,12.38232,1,60809,6.58876,93.81853,0,13
13077,189021.75,2015,1,138278,78.8108,12.7316,1,67268,5.713676,94.59514,0,13
13077,198568.25,2016,1,140526,78.53422,13.11928,1,71114,5.308505,94.95909,0,13
13087,79291.25,2000,0,28223,59.01924,13.26932,6,28800,4.688837,95.52116,0,13
13087,84527.58333,2001,0,27870,58.74417,13.14316,6,27712,5.797685,94.52003,0,13
13087,86843.33333,2002,0,27892,58.37875,13.2547,6,27398,6.816708,93.61832,0,13
13087,89208.25,2003,0,27795,58.34503,13.16784,6,27913,6.443769,93.94632,0,13
13087,92684.18182,2004,0,27763,58.03407,13.25145,6,28148,7.657533,92.88714,0,13
13087,85529.77778,2005,0,27511,57.90047,13.51096,6,29805,7.023558,93.43737,0,13
13087,89642.66667,2006,0,27835,57.7187,13.54769,6,30840,6.575264,93.83041,0,13
13087,92967.08333,2007,0,27883,57.61934,13.61403,6,32650,6.993261,93.46384,0,13
13087,92506.58333,2008,0,28010,57.19386,13.78793,6,32546,8.993564,91.74854,0,13
13087,87925,2009,0,28058,56.99979,13.80711,6,30144,15.27545,86.74874,0,13
13087,81724,2010,0,27810,56.7206,14.00216,6,33288,14.40769,87.40672,0,13
13087,75678.66667,2011,0,27669,56.2832,14.27229,6,31054,13.48658,88.11614,0,13
13087,73786.25,2012,0,27494,56.23772,14.7414,6,30331,11.08248,90.0232,0,13
13087,76743,2013,0,27417,56.07105,14.99799,6,34102,10.41853,90.56451,0,13
13087,82040.25,2014,0,27269,55.64927,15.42778,6,33968,8.910686,91.81835,0,13
13087,87040.83333,2015,0,27183,55.59357,15.86286,6,37661,7.429577,93.08424,0,13
13087,91268.66667,2016,0,26822,55.61852,16.50511,6,36136,7.225409,93.26147,0,13
13095,62571.5,2000,0,95859,38.21863,11.70678,3,30850,5.469713,94.81395,0,13
13095,66028.75,2001,0,95944,37.66572,11.69536,3,29800,5.877919,94.44839,0,13
13095,68087.5,2002,0,95429,37.20253,11.67674,3,29473,6.903839,93.54201,0,13
13095,69973.33333,2003,0,95015,36.53739,11.73078,3,30186,6.448135,93.94247,0,13
